#N time/i M/i/s
1 3160.02 0.4070000000000001
2 3453.12 0.40800000000000003
3 3389.16 0.4040000000000002
4 2851.7 0.42000000000000015
5 2899.64 0.42400000000000004
6 3287.49 0.38500000000000006
7 2843.79 0.4100000000000001
8 2992.55 0.42500000000000004
9 2743.53 0.4330000000000001
10 2630.72 0.446
11 3356.28 0.4030000000000002
12 2490.03 0.45599999999999996
13 2549.37 0.4519999999999998
14 2719.8 0.42800000000000005
15 2724.64 0.4340000000000002
16 3291.6 0.41200000000000025
17 2800.1 0.43700000000000017
18 2713.02 0.4570000000000001
19 3627.1 0.3870000000000001
20 2341.21 0.46599999999999997
21 2417.91 0.46800000000000014
22 2517.61 0.44800000000000006
23 2648.19 0.4380000000000001
24 2361.99 0.4710000000000001
25 2816.6 0.42599999999999993
26 2630.79 0.4389999999999999
27 2791.21 0.4580000000000002
28 2764.27 0.4460000000000002
29 2826.17 0.42699999999999994
30 2696.48 0.4480000000000002
31 2832.0 0.42800000000000016
32 2977.01 0.4060000000000001
33 5117.45 0.33100000000000046
34 4300.18 0.359
35 2584.5 0.444
36 2799.32 0.44000000000000006
37 2690.44 0.44000000000000017
38 2568.31 0.45900000000000013
39 2681.95 0.447
40 2291.23 0.4790000000000002
41 2784.91 0.428
42 2977.55 0.42300000000000004
43 3134.03 0.39599999999999996
44 2725.44 0.4360000000000001
45 2405.39 0.45699999999999996
46 2771.32 0.4440000000000001
47 3231.34 0.402
48 2498.61 0.4630000000000002
49 3561.49 0.37100000000000016
50 2986.02 0.42099999999999993
51 3654.01 0.3750000000000003
52 3958.25 0.3670000000000002
53 3756.31 0.37
54 2657.58 0.441
55 2801.1 0.4310000000000002
56 3009.5 0.4150000000000001
57 3816.84 0.35500000000000015
58 3615.46 0.39800000000000024
59 3516.42 0.39899999999999997
60 2760.23 0.4309999999999999
61 2259.88 0.4920000000000004
62 2293.1 0.4810000000000003
63 2826.19 0.42700000000000005
64 3154.2 0.39900000000000013
